
Track
Longitude , Offset    , Lanes     
0.00      , 1.00      , 2.00      
25.00     , 1.00      , 2.00      
50.00     , 1.00      , 2.00      
75.00     , 1.00      , 2.00      
100.00    , 1.00      , 2.00      
125.00    , 1.00      , 2.00      
150.00    , 1.00      , 2.00      
175.00    , 1.00      , 2.00      
200.00    , 1.00      , 2.00      
225.00    , 2.00      , 2.00      
250.00    , 2.00      , 2.00      
275.00    , 2.00      , 2.00      
300.00    , 2.00      , 2.00      
325.00    , 2.00      , 2.00      
350.00    , 2.00      , 3.00      
375.00    , 2.00      , 3.00      
400.00    , 2.00      , 3.00      
425.00    , 2.00      , 3.00      
450.00    , 2.00      , 3.00      
475.00    , 1.00      , 3.00      
500.00    , 1.00      , 3.00      
525.00    , 1.00      , 3.00      
550.00    , 1.00      , 3.00      
575.00    , 1.00      , 3.00      
600.00    , 1.00      , 3.00      
625.00    , 1.00      , 3.00      
650.00    , 1.00      , 3.00      
675.00    , 1.00      , 3.00      
700.00    , 1.00      , 3.00      
725.00    , 1.00      , 3.00      
-----

Trajectory: Ego
t      , x      , y      , z      , vx     , vy     , vz     , rx     , ry     , rz     , rw     
t      , x      , y      , z      , vx     , vy     , vz     , rx     , ry     , rz     , rw     
0.00   , 304.38 , 7.00   , 0.00   , 15.40  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
2.50   , 342.87 , 7.00   , 0.00   , 15.40  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
5.00   , 381.36 , 7.00   , 0.00   , 15.40  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
7.50   , 419.85 , 7.00   , 0.00   , 15.40  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
10.00  , 458.34 , 7.00   , 0.00   , 15.40  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
12.50  , 489.89 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
15.00  , 521.44 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
17.50  , 552.99 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
20.00  , 584.53 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
22.50  , 616.08 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
25.00  , 647.63 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
27.50  , 679.18 , 7.00   , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
30.00  , 710.72 , 10.50  , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
32.50  , 742.27 , 10.50  , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
35.00  , 773.82 , 10.50  , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
37.50  , 805.37 , 10.50  , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
40.00  , 836.91 , 10.50  , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
42.50  , 868.46 , 10.50  , 0.00   , 12.62  , 0.00   , 0.00   , 0.00   , 0.00   , 0.00   , 1.00   
-----

Trajectory: Traffic_4
t       , x       , y       , z       , vx      , vy      , vz      , rx      , ry      , rz      , rw      
0.00    , -229.01 , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
2.50    , -195.14 , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
5.00    , -161.27 , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
7.50    , -127.41 , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
10.00   , -93.54  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
12.50   , -59.67  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
15.00   , -25.80  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
17.50   , 8.07    , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
20.00   , 41.93   , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
22.50   , 75.80   , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
25.00   , 109.67  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
27.50   , 143.54  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
30.00   , 177.41  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
32.50   , 211.27  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
35.00   , 245.14  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
37.50   , 279.01  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
40.00   , 312.88  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
42.50   , 346.75  , 7.00    , 0.00    , 13.55   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
-----

Trajectory: Traffic_5
t       , x       , y       , z       , vx      , vy      , vz      , rx      , ry      , rz      , rw      
0.00    , -186.13 , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
2.50    , -135.55 , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
5.00    , -84.97  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
7.50    , -34.39  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
10.00   , 16.19   , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
12.50   , 66.77   , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
15.00   , 117.35  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
17.50   , 167.93  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
20.00   , 218.51  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
22.50   , 269.09  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
25.00   , 319.67  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
27.50   , 370.25  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
30.00   , 420.83  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
32.50   , 471.41  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
35.00   , 521.99  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
37.50   , 572.57  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
40.00   , 623.15  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
42.50   , 673.73  , 7.00    , 0.00    , 20.23   , 0.00    , 0.00    , 0.00    , 0.00    , 0.00    , 1.00    
-----
